len_word,len_emoji,len_hastag,extrointro,followers_count,friends_count,favourites_count,statuses_count
22,0,0,1,294,257,3693,11705
3,5,1,0,1015,1781,113187,23616
19,0,0,0,1015,1781,113187,23616
21,0,0,0,1015,1781,113187,23616
2,7,0,0,1015,1781,113187,23616
17,0,0,0,1015,1781,113187,23616
0,14,0,0,1015,1781,113187,23616
22,0,1,0,1015,1781,113187,23616
4,0,0,0,1015,1781,113187,23616
9,0,0,0,1015,1781,113187,23616
16,0,0,0,1015,1781,113187,23616
4,2,0,0,720,516,10024,13069
8,0,1,0,720,516,10024,13069
6,7,0,0,720,516,10024,13069
8,0,0,0,720,516,10024,13069
9,0,0,0,720,516,10024,13069
6,0,0,0,720,516,10024,13069
21,3,0,0,720,516,10024,13069
0,0,0,0,720,516,10024,13069
14,0,0,0,720,516,10024,13069
4,0,0,0,720,516,10024,13069
9,4,0,1,936,143,756,740
7,0,0,1,936,143,756,740
10,0,0,1,936,143,756,740
7,0,0,1,936,143,756,740
6,0,0,1,936,143,756,740
1,2,0,1,936,143,756,740
26,0,0,1,936,143,756,740
4,7,1,1,936,143,756,740
1,4,0,1,936,143,756,740
1,2,0,1,936,143,756,740
10,0,0,1,69812,5595,13886,28247
16,3,4,1,69812,5595,13886,28247
18,0,3,1,69812,5595,13886,28247
15,0,0,1,69812,5595,13886,28247
13,0,3,1,69812,5595,13886,28247
10,0,2,1,69812,5595,13886,28247
11,0,0,1,69812,5595,13886,28247
6,0,0,1,69812,5595,13886,28247
21,0,0,1,69812,5595,13886,28247
3,0,0,1,69812,5595,13886,28247
21,0,3,1,22,58,17,84
12,0,4,1,22,58,17,84
9,0,6,1,22,58,17,84
11,0,4,1,22,58,17,84
12,0,6,1,22,58,17,84
5,0,7,1,22,58,17,84
11,0,8,1,22,58,17,84
5,0,0,1,22,58,17,84
9,0,0,1,22,58,17,84
22,0,1,1,22,58,17,84
0,0,1,0,322926,14177,165729,789858
13,0,0,0,322926,14177,165729,789858
13,2,0,0,322926,14177,165729,789858
4,4,0,0,322926,14177,165729,789858
2,2,0,0,322926,14177,165729,789858
2,2,0,0,322926,14177,165729,789858
3,0,0,0,322926,14177,165729,789858
4,6,1,0,322926,14177,165729,789858
13,0,3,0,322926,14177,165729,789858
2,0,0,0,322926,14177,165729,789858
12,0,1,1,891,886,10012,25878
1,2,0,1,891,886,10012,25878
11,0,0,1,891,886,10012,25878
24,0,1,1,891,886,10012,25878
13,1,1,1,891,886,10012,25878
7,0,0,1,891,886,10012,25878
9,0,0,1,891,886,10012,25878
23,0,0,1,891,886,10012,25878
1,0,0,1,891,886,10012,25878
6,0,0,1,891,886,10012,25878
13,0,1,1,5614,1495,1966,6886
8,0,1,1,5614,1495,1966,6886
4,1,0,1,5614,1495,1966,6886
15,0,3,1,5614,1495,1966,6886
15,0,2,1,5614,1495,1966,6886
14,0,3,1,5614,1495,1966,6886
12,0,1,1,5614,1495,1966,6886
15,0,3,1,5614,1495,1966,6886
12,0,0,1,5614,1495,1966,6886
15,0,1,1,5614,1495,1966,6886
14,2,0,1,336,75,835,914
21,1,0,1,336,75,835,914
9,1,1,1,336,75,835,914
19,2,0,1,336,75,835,914
10,0,0,1,336,75,835,914
0,2,0,1,336,75,835,914
8,0,1,1,336,75,835,914
4,0,0,1,336,75,835,914
5,0,0,1,336,75,835,914
3,0,0,1,336,75,835,914
23,0,0,1,33,219,6062,1384
14,1,0,1,33,219,6062,1384
10,0,1,1,33,219,6062,1384
5,0,0,1,33,219,6062,1384
16,4,1,1,33,219,6062,1384
5,0,0,1,33,219,6062,1384
13,0,0,1,33,219,6062,1384
13,0,0,1,33,219,6062,1384
5,0,0,1,33,219,6062,1384
17,0,0,1,33,219,6062,1384
31,0,0,0,830,1135,33504,17463
16,0,0,0,830,1135,33504,17463
10,0,0,0,830,1135,33504,17463
1,0,0,0,830,1135,33504,17463
18,0,0,0,830,1135,33504,17463
5,0,0,0,830,1135,33504,17463
1,0,0,0,830,1135,33504,17463
1,0,1,0,830,1135,33504,17463
21,0,0,0,830,1135,33504,17463
22,0,0,0,830,1135,33504,17463
0,4,1,0,223,178,775,24929
18,2,0,0,223,178,775,24929
24,0,0,0,223,178,775,24929
8,0,0,0,223,178,775,24929
4,2,1,0,223,178,775,24929
1,0,0,0,223,178,775,24929
3,4,0,0,223,178,775,24929
20,0,0,0,223,178,775,24929
29,0,0,0,223,178,775,24929
6,0,0,0,223,178,775,24929
0,0,14,1,4030,3299,12252,59144
18,0,13,1,4030,3299,12252,59144
6,0,13,1,4030,3299,12252,59144
6,0,13,1,4030,3299,12252,59144
4,0,17,1,4030,3299,12252,59144
4,0,15,1,4030,3299,12252,59144
4,0,15,1,4030,3299,12252,59144
4,0,17,1,4030,3299,12252,59144
9,0,15,1,4030,3299,12252,59144
6,0,15,1,4030,3299,12252,59144
12,0,2,1,8720,6855,251633,151100
11,3,1,1,8720,6855,251633,151100
3,1,1,1,8720,6855,251633,151100
4,7,3,1,8720,6855,251633,151100
8,0,0,1,8720,6855,251633,151100
15,3,1,1,8720,6855,251633,151100
20,4,0,1,8720,6855,251633,151100
22,1,1,1,8720,6855,251633,151100
21,0,0,1,8720,6855,251633,151100
19,2,0,1,8720,6855,251633,151100
4,0,0,0,89,121,4244,1163
1,0,0,0,89,121,4244,1163
4,0,0,0,89,121,4244,1163
3,5,0,0,89,121,4244,1163
8,0,0,0,89,121,4244,1163
6,0,0,0,89,121,4244,1163
6,0,0,0,89,121,4244,1163
8,0,0,0,89,121,4244,1163
0,0,0,0,89,121,4244,1163
2,2,0,0,89,121,4244,1163
23,0,0,1,669,1155,16774,14865
10,0,0,1,669,1155,16774,14865
15,4,0,1,669,1155,16774,14865
13,0,0,1,669,1155,16774,14865
8,0,5,1,669,1155,16774,14865
3,0,0,1,669,1155,16774,14865
16,0,0,1,669,1155,16774,14865
3,4,0,1,669,1155,16774,14865
13,0,0,1,669,1155,16774,14865
3,0,3,1,669,1155,16774,14865
10,0,11,1,1776,1313,2547,2559
10,0,12,1,1776,1313,2547,2559
15,0,4,1,1776,1313,2547,2559
5,0,11,1,1776,1313,2547,2559
6,0,9,1,1776,1313,2547,2559
3,0,11,1,1776,1313,2547,2559
11,0,9,1,1776,1313,2547,2559
3,0,9,1,1776,1313,2547,2559
17,0,2,1,1776,1313,2547,2559
8,2,0,1,1776,1313,2547,2559
16,2,3,1,163,53,41,1483
6,9,1,1,163,53,41,1483
1,9,2,1,163,53,41,1483
19,7,3,1,163,53,41,1483
10,0,11,1,163,53,41,1483
11,0,4,1,163,53,41,1483
19,2,3,1,163,53,41,1483
17,0,5,1,163,53,41,1483
7,0,3,1,163,53,41,1483
21,8,3,1,163,53,41,1483
4,0,0,0,140,337,1069,195
15,4,3,0,140,337,1069,195
13,2,0,0,140,337,1069,195
13,2,0,0,140,337,1069,195
6,5,0,0,140,337,1069,195
8,2,0,0,140,337,1069,195
5,5,0,0,140,337,1069,195
16,5,0,0,140,337,1069,195
4,1,0,0,140,337,1069,195
23,4,1,0,140,337,1069,195
7,0,0,1,966,23,8449,1378
7,0,0,1,966,23,8449,1378
10,0,2,1,966,23,8449,1378
10,0,2,1,966,23,8449,1378
7,0,2,1,966,23,8449,1378
7,0,2,1,966,23,8449,1378
7,0,2,1,966,23,8449,1378
7,0,2,1,966,23,8449,1378
7,0,2,1,966,23,8449,1378
13,0,0,1,966,23,8449,1378
4,0,1,1,1744,784,8021,102432
18,0,0,1,1744,784,8021,102432
0,0,0,1,1744,784,8021,102432
18,2,0,1,1744,784,8021,102432
25,0,0,1,1744,784,8021,102432
11,0,0,1,1744,784,8021,102432
9,0,0,1,1744,784,8021,102432
6,0,0,1,1744,784,8021,102432
15,0,0,1,1744,784,8021,102432
6,0,0,1,1744,784,8021,102432
6,0,2,1,2,2,4,378
4,0,6,1,2,2,4,378
4,0,7,1,2,2,4,378
3,0,7,1,2,2,4,378
3,0,2,1,2,2,4,378
5,0,2,1,2,2,4,378
4,0,7,1,2,2,4,378
4,0,6,1,2,2,4,378
4,0,6,1,2,2,4,378
4,0,3,1,2,2,4,378
9,0,0,1,3261,1683,2421,6139
5,0,0,1,3261,1683,2421,6139
3,0,0,1,3261,1683,2421,6139
9,0,0,1,3261,1683,2421,6139
3,5,1,1,3261,1683,2421,6139
3,0,0,1,3261,1683,2421,6139
15,0,0,1,3261,1683,2421,6139
11,2,0,1,3261,1683,2421,6139
1,2,0,1,3261,1683,2421,6139
2,5,0,1,3261,1683,2421,6139
0,0,0,1,108,107,17211,2954
17,0,0,1,108,107,17211,2954
3,0,0,1,108,107,17211,2954
24,1,0,1,108,107,17211,2954
0,0,0,1,108,107,17211,2954
0,0,0,1,108,107,17211,2954
0,0,1,1,108,107,17211,2954
5,0,0,1,108,107,17211,2954
6,0,0,1,108,107,17211,2954
3,0,0,1,108,107,17211,2954
1,0,0,0,1467,2888,26281,19440
9,0,0,0,1467,2888,26281,19440
8,0,2,0,1467,2888,26281,19440
4,0,0,0,1467,2888,26281,19440
6,0,1,0,1467,2888,26281,19440
10,0,2,0,1467,2888,26281,19440
5,0,0,0,1467,2888,26281,19440
2,0,0,0,1467,2888,26281,19440
16,0,2,0,1467,2888,26281,19440
13,0,0,0,1467,2888,26281,19440
5,0,0,0,1950,2082,84015,88156
6,0,2,0,1950,2082,84015,88156
9,1,2,0,1950,2082,84015,88156
1,0,1,0,1950,2082,84015,88156
12,0,0,0,1950,2082,84015,88156
7,0,2,0,1950,2082,84015,88156
12,0,4,0,1950,2082,84015,88156
0,0,2,0,1950,2082,84015,88156
6,0,0,0,1950,2082,84015,88156
6,0,0,0,1950,2082,84015,88156
9,5,1,1,245,721,1641,422
8,0,0,1,245,721,1641,422
12,0,2,1,245,721,1641,422
15,0,0,1,245,721,1641,422
4,4,1,1,245,721,1641,422
14,0,1,1,245,721,1641,422
7,0,0,1,245,721,1641,422
7,0,0,1,245,721,1641,422
8,0,1,1,245,721,1641,422
11,4,1,1,245,721,1641,422
2,0,0,0,3555,2930,49693,14186
5,0,2,0,3555,2930,49693,14186
14,3,1,0,3555,2930,49693,14186
18,2,0,0,3555,2930,49693,14186
6,0,0,0,3555,2930,49693,14186
6,0,0,0,3555,2930,49693,14186
17,0,0,0,3555,2930,49693,14186
9,5,0,0,3555,2930,49693,14186
16,3,0,0,3555,2930,49693,14186
8,0,0,0,3555,2930,49693,14186
7,0,0,0,90,275,1490,1973
24,0,0,0,90,275,1490,1973
4,0,0,0,90,275,1490,1973
28,0,0,0,90,275,1490,1973
5,0,0,0,90,275,1490,1973
9,0,0,0,90,275,1490,1973
17,0,0,0,90,275,1490,1973
24,3,0,0,90,275,1490,1973
23,0,0,0,90,275,1490,1973
6,0,0,0,90,275,1490,1973
2,2,0,1,2110,1749,21071,20571
1,0,0,1,2110,1749,21071,20571
2,0,0,1,2110,1749,21071,20571
5,2,0,1,2110,1749,21071,20571
9,0,0,1,2110,1749,21071,20571
1,0,0,1,2110,1749,21071,20571
1,0,0,1,2110,1749,21071,20571
4,0,1,1,2110,1749,21071,20571
1,0,0,1,2110,1749,21071,20571
1,0,0,1,2110,1749,21071,20571
14,0,0,0,1956,917,1516,4518
5,0,1,0,1956,917,1516,4518
19,0,0,0,1956,917,1516,4518
2,0,0,0,1956,917,1516,4518
12,0,0,0,1956,917,1516,4518
5,0,0,0,1956,917,1516,4518
24,0,3,0,1956,917,1516,4518
17,0,0,0,1956,917,1516,4518
8,0,2,0,1956,917,1516,4518
1,0,1,0,1956,917,1516,4518
24,3,1,0,1016,4998,31148,353560
12,0,1,0,1016,4998,31148,353560
24,0,0,0,1016,4998,31148,353560
12,0,0,0,1016,4998,31148,353560
20,0,0,0,1016,4998,31148,353560
19,0,0,0,1016,4998,31148,353560
14,0,0,0,1016,4998,31148,353560
23,0,1,0,1016,4998,31148,353560
19,0,0,0,1016,4998,31148,353560
20,0,0,0,1016,4998,31148,353560
2,0,0,0,272,954,3048,1239
6,0,0,0,272,954,3048,1239
0,0,0,0,272,954,3048,1239
2,0,0,0,272,954,3048,1239
5,0,0,0,272,954,3048,1239
1,0,0,0,272,954,3048,1239
3,0,0,0,272,954,3048,1239
13,2,3,0,272,954,3048,1239
6,0,0,0,272,954,3048,1239
22,0,4,0,272,954,3048,1239
11,0,0,1,51,2389,1787,4460
10,0,0,1,51,2389,1787,4460
9,0,0,1,51,2389,1787,4460
24,0,0,1,51,2389,1787,4460
8,0,0,1,51,2389,1787,4460
0,0,0,1,51,2389,1787,4460
1,0,0,1,51,2389,1787,4460
1,0,0,1,51,2389,1787,4460
4,0,0,1,51,2389,1787,4460
11,0,0,1,51,2389,1787,4460
6,7,0,1,526,1853,47788,49708
4,5,0,1,526,1853,47788,49708
0,2,0,1,526,1853,47788,49708
2,1,0,1,526,1853,47788,49708
4,2,0,1,526,1853,47788,49708
1,0,0,1,526,1853,47788,49708
0,9,0,1,526,1853,47788,49708
5,0,0,1,526,1853,47788,49708
0,9,0,1,526,1853,47788,49708
5,0,0,1,526,1853,47788,49708
8,0,0,0,521,345,7961,54645
0,0,0,0,521,345,7961,54645
11,0,0,0,521,345,7961,54645
7,10,0,0,521,345,7961,54645
20,0,0,0,521,345,7961,54645
3,0,0,0,521,345,7961,54645
4,0,0,0,521,345,7961,54645
5,3,0,0,521,345,7961,54645
5,2,2,0,521,345,7961,54645
8,1,0,0,521,345,7961,54645
